机构名称,统一社会信用代码,Excel等级(原始),Excel等级(标准),DB等级,DB记录ID
东阳市湖溪镇湖溪村卫生室（张福亮）,te3307833300396890,未定级,无等级,未定级,56297.0
东阳市湖溪镇白水口村卫生室,TE3307833300401560,未定级,无等级,未定级,56300.0
东阳市湖溪镇郭宅村卫生室,TE3307833300398260,未定级,无等级,未定级,56304.0
东阳市湖溪镇镇西行政村炉庄自然村卫生室,TE3307833300398180,未定级,无等级,未定级,56298.0
东阳市湖溪高级中学医务室,TE3307833300400500,未定级,无等级,未定级,56285.0
东阳市画水镇中心卫生院,12330783779355728F,未定级,无等级,未定级,56389.0
东阳市画水镇吴宅村卫生室,TE3307833300398890,未定级,无等级,未定级,56408.0
东阳市画水镇明焕村麻车卫生室,TE3307833300397160,未定级,无等级,未定级,56411.0
东阳市画水镇洪塘村卫生室（国旭）,TE3307833300401850,未定级,无等级,未定级,56412.0
东阳市画水镇洪塘村卫生室（带弟）,TE3307833300403420,未定级,无等级,未定级,56413.0
东阳市画水镇画南村岩下卫生室,TE3307833300404240,未定级,无等级,未定级,56398.0
东阳市画水镇画南村溪南卫生室,TE3307833300399380,未定级,无等级,未定级,56397.0
东阳市画水镇画塔村南岸卫生室,TE3307833300403860,未定级,无等级,未定级,56399.0
东阳市画水镇画溪初级中学医务室,TE3307833300397940,未定级,无等级,未定级,56375.0
东阳市画水镇画溪村二村卫生室,TE3307833300399080,未定级,无等级,未定级,56374.0
东阳市画水镇画溪村六村卫生室,TE3307833300399730,未定级,无等级,未定级,56409.0
东阳市画水镇画溪村四村卫生室（永星）,TE3307833300399780,未定级,无等级,未定级,56405.0
东阳市画水镇莪溪村后宅自然村卫生室,TE3307833300400760,未定级,无等级,未定级,56404.0
东阳市画水镇莪溪村后溪干自然村卫生室,TE3307833300398800,未定级,无等级,未定级,56396.0
东阳市画水镇莪溪村田家院卫生室,TE3307833300401540,未定级,无等级,未定级,56410.0
东阳市画水镇西山卫生室,TE3307833300397300,未定级,无等级,未定级,56402.0
东阳市画水镇陆宅村平原卫生室,TE3307833300398560,未定级,无等级,未定级,56401.0
东阳市画水镇陆宅村平原卫生室（树弟）,TE3307833300403680,未定级,无等级,未定级,56406.0
东阳市画水镇陆秀村菱角卫生室,TE3307833300401350,未定级,无等级,未定级,56400.0
东阳市画水镇黄田畈村会源街卫生室,TE3307833300398270,未定级,无等级,未定级,56373.0
东阳市画水镇黄田畈村永乐卫生室,TE3307833300399190,未定级,无等级,未定级,56407.0
东阳市画水镇黄田畈村永乐卫生室（蒋浩）,TE3307833300402680,未定级,无等级,未定级,56372.0
东阳市画水镇黄田畈村泉村卫生室,TE3307833300399530,未定级,无等级,未定级,56403.0
东阳市白云街道十里头村卫生室,TE3307833300403700,未定级,无等级,未定级,56385.0
东阳市白云街道社区卫生服务中心,12330783737753322D,未定级,无等级,未定级,56058.0
东阳市白云街道莲花山社区银田卫生室,TE3307833300403530,未定级,无等级,未定级,56382.0
东阳市白云街道蓝天小区新庄村卫生室,TE3307833300402740,未定级,无等级,未定级,56384.0
东阳市白云街道蓝天社区麻车卫生室,TE3307833300396630,未定级,无等级,未定级,56383.0
东阳市白云街道西庄村卫生室,TE3307833300401760,未定级,无等级,未定级,56386.0
东阳市白云街道金星村卫生室,TE3307833300400730,未定级,无等级,未定级,56381.0
东阳市皮肤病医院,12330783MB16940593,未定级,无等级,未定级,56132.0
东阳市监所医务室,11330783002611358H,未定级,无等级,未定级,56056.0
东阳市统一药房连锁有限公司南门中医诊所,913307837434873231,未定级,无等级,未定级,56515.0
东阳市统一药房连锁有限公司吴宁东路中医诊所,91330783847521688L,未定级,无等级,未定级,56712.0
东阳市统一药房连锁有限公司吴宁红椿巷中医诊所,91330783704581608L,未定级,无等级,未定级,56715.0
东阳市虎鹿镇卫生院,TE3307833300397610,未定级,无等级,未定级,56129.0
东阳市虎鹿镇堤莲湖村卫生室,TE3307833300397810,未定级,无等级,未定级,56276.0
东阳市虎鹿镇夏程里村卫生室(口腔科),TE3307833300398730,未定级,无等级,未定级,56182.0
东阳市虎鹿镇夏程里村卫生室,TE3307833300403640,未定级,无等级,未定级,56274.0
东阳市虎鹿镇溪口村卫生室,TE3307833300400520,未定级,无等级,未定级,56271.0
东阳市虎鹿镇溪口村金杏园卫生室,TE3307833300403290,未定级,无等级,未定级,56275.0
东阳市虎鹿镇燕山村卫生室,123307837920511043,未定级,无等级,未定级,56269.0
东阳市虎鹿镇白峰村卫生室,TE3307833300401860,未定级,无等级,未定级,56273.0
东阳市虎鹿镇白溪村卫生室,TE3307833300398380,未定级,无等级,未定级,56270.0
东阳市虎鹿镇蔡宅村卫生室,TE3307833300400120,未定级,无等级,未定级,56272.0
东阳市顺风高级中学医务室,TE3307833300401320,未定级,无等级,未定级,56172.0
东阳市马宅镇七秩塘村卫生室,TE3307833300403660,未定级,无等级,未定级,56347.0
东阳市马宅镇和协村卫生室,TE3307833300404620,未定级,无等级,未定级,56363.0
东阳市马宅镇塘里村卫生室,TE3307833300396950,未定级,无等级,未定级,56349.0
东阳市马宅镇宅溪村柏里卫生室,TE3307833300403460,未定级,无等级,未定级,56344.0
东阳市马宅镇屠梁村卫生室,TE3307833300397450,未定级,无等级,未定级,56345.0
东阳市马宅镇岭山村山店卫生室,TE3307833300403880,未定级,无等级,未定级,56362.0
东阳市马宅镇徐宅村卫生室,TE3307833300402630,未定级,无等级,未定级,56364.0
东阳市马宅镇徐宅村徐世立卫生室,TE3307833300400830,未定级,无等级,未定级,56348.0
东阳市马宅镇杨岩村卫生室,TE3307833300401170,未定级,无等级,未定级,56346.0
东阳市马宅镇王楼村王潭卫生室,12330783680708247A,未定级,无等级,未定级,56197.0
东阳市马宅镇雅坑村卫生室,TE3307833300399540,未定级,无等级,未定级,56361.0
东阳庞茂强中医诊所,92330783MA8G8ATQ49,未定级,无等级,未定级,56119.0
东阳弘德堂中医诊所,91330783MAE4DR1B7K,未定级,无等级,未定级,56122.0
东阳徐文胜口腔门诊部,92330783MA28QQ5U8Q,未定级,无等级,未定级,56282.0
东阳御宗医中医门诊部,91330783MAD3P9N513,未定级,无等级,未定级,56295.0
东阳德义华中医诊所,91330783MAE1G5EF6D,未定级,无等级,未定级,56450.0
东阳戚小慧盲人医疗按摩所,92330783MA29QTYB61,未定级,无等级,未定级,56280.0
东阳春仁中医诊所,91330783MACXP3PL43,未定级,无等级,未定级,56493.0
东阳曹国基盲人医疗按摩所,TE3307833300403600,未定级,无等级,未定级,56211.0
东阳李梅中医诊所,91330783MACNRPFHXX,未定级,无等级,未定级,56502.0
东阳杏林诊所,92330783MA2HQY4KXE,未定级,无等级,未定级,56714.0
东阳来氏中医诊所,92330783MA2M603455,未定级,无等级,未定级,56713.0
东阳树北家中医诊所,91330783MADGQX6Y32,未定级,无等级,未定级,56060.0
东阳汉古堂中医诊所,91330783MADX9F4144,未定级,无等级,未定级,56425.0
东阳江滨医院,91330783MA7M5PDT55,未定级,无等级,未定级,56087.0
东阳泓德堂中医诊所,91330783MAK0D1YA58,未定级,无等级,未定级,56053.0
东阳清源堂中医诊所,91330783MADXX7L97H,未定级,无等级,未定级,56444.0
东阳潘子建盲人医疗按摩所,TE3307833300404180,未定级,无等级,未定级,56279.0
东阳炫白口腔门诊部有限公司,91330783MA8G40HA80,未定级,无等级,未定级,56161.0
东阳爱民综合门诊部有限公司,91330783MA2JX41H4E,未定级,无等级,未定级,56286.0
东阳爱雅仕口腔门诊部,91330783MA29R2RF66,未定级,无等级,未定级,56130.0
东阳狐狸口腔门诊部,91330783MA2ED4101D,未定级,无等级,未定级,56330.0
东阳玖禄堂中医诊所,91330783MAE7P4BL86,未定级,无等级,未定级,56054.0
东阳益瑞康中医诊所,91330783MADQF1YA7N,未定级,无等级,未定级,56457.0
东阳真和中医诊所,91330783MADXX8M7XG,未定级,无等级,未定级,56131.0
东阳福康医疗管理有限公司白云中医诊所,91330783MACCWCK471,未定级,无等级,未定级,56494.0
东阳程湘萍中医诊所,92330783MA29QQDD0H,未定级,无等级,未定级,56577.0
东阳维田村卫生室,92330783MA2HW4EB08,未定级,无等级,未定级,56249.0
东阳美天竞保口腔门诊部,91330783MAE5TNGMXQ,未定级,无等级,未定级,56074.0
东阳艾曼综合门诊部,91330783MA2ED16Y39,未定级,无等级,未定级,56354.0
东阳花厅村卫生室,92330783MA2HQ9846N,未定级,无等级,未定级,56150.0
东阳荣健堂中医诊所,91330783MACGCJMN9Y,未定级,无等级,未定级,56099.0
东阳许洁口腔门诊部有限公司,91330783MA2M5JB186,未定级,无等级,未定级,56378.0
东阳诚心德元升中医诊所,91330783MAE9K41D3W,未定级,无等级,未定级,56210.0
东阳赵玉明中医诊所,92330783MA29QF4R8J,未定级,无等级,未定级,56529.0
东阳郭潮潭中医诊所,92330783MADHLHA6XA,未定级,无等级,未定级,56488.0
东阳鑫聚幸和医疗美容门诊部,92330783MA2E6DF58F,未定级,无等级,未定级,56164.0
东阳颐康护理院,91330783MA7MDAMAXC,未定级,无等级,未定级,56376.0
东阳马世平诊所,92330783MA2HRME61R,未定级,无等级,未定级,56710.0
东阳马才法中医诊所,92330783MACT7AA47X,未定级,无等级,未定级,56689.0
中共余姚市委老干部局医务室,123302817172156239,无级别,无级别,三级,43609.0
中共宁波市委党校医务室,123302004195250097,未定级,无等级,未定级,41751.0
中共杭州市委党校医务室,12330100470100006F,未定级,无等级,未定级,37336.0
中共浙江省委警卫局医务室,123300004700651086,未定级,无等级,未定级,37121.0
中共绍兴市委党校医务室,TE3306023300192770,未定级,无等级,未定级,54165.0
中共绍兴市柯桥区委老干部局医务室,TE3306213300117560,未定级,无等级,未定级,53680.0
中化蓝天氟材料有限公司医务室,913306046702775512,未定级,无等级,未定级,53824.0
中医内科匡才葆诊所,TE3303813300284060,未定级,无等级,未定级,47594.0
中医内科方顺绿诊所,TE3303813300285130,未定级,无等级,未定级,47581.0
中国人寿保险股份有限公司杭州市分公司卫生所,913301008430841189,未定级,无等级,未定级,34098.0
中国人寿保险股份有限公司金华分公司医务室,91330701847310258X,未定级,无等级,未定级,57238.0
中国人民健康保险股份有限公司浙江分公司医务室,91330000787706882Q,未定级,无等级,未定级,36252.0
中国人民武装警察部队浙江省总队医院,A1100000MK0056541L,未定级,无等级,未定级,37047.0
中国人民解放军联勤保障部队第九〇三医院,A1100000MK0053973Y,未定级,无等级,未定级,37049.0
中国人民解放军联勤保障部队第九〇六医院温州医疗区,TE3303023300195780,未定级,无等级,未定级,49580.0
中国人民财产保险股份有限公司宁波市分公司医务室,91330200954233171R,未定级,无等级,未定级,41420.0
中国人民财产保险股份有限公司浙江省分公司卫生站,91330000842921009D,未定级,无等级,未定级,35748.0
中国人民银行浙江省分行医务室,113300000024841255,未定级,无等级,未定级,36293.0
中国兵器装备集团杭州疗养院,TE3301833300333830,未定级,无等级,未定级,33854.0
中国农业银行宁波市分行医务室,9133020095423019XW,未定级,无等级,未定级,42268.0
中国国际航空股份有限公司浙江分公司医务室,91330000774360739P,未定级,无等级,未定级,37734.0
中国小商品城集团公司海洋酒店医务室,91330782780480091M,未定级,无等级,未定级,60249.0
中国小商品城集团股份有限公司银都酒店医务室(对内),91330782704579030G,未定级,无等级,未定级,60182.0
中国工商银行股份有限公司浙江省分行卫生站,91330000842910852B,未定级,无等级,未定级,35951.0
中国建设银行股份有限公司宁波市分行医务室,TE3302123300501920,未定级,无等级,未定级,41983.0
中国科学院宁波材料技术与工程研究所医务室,121000007178168758,未定级,无等级,未定级,42676.0
中国联合工程有限公司医务室,913300001000016335,未定级,无等级,未定级,33330.0
中国能源建设集团浙江火电建设有限公司卫生所,91330000142911651L,未定级,无等级,未定级,36090.0
中国计量大学校医院,TE3301903300100220,未定级,无等级,未定级,36793.0
中国计量大学现代科技学院医务室,12330000799634863K,未定级,无等级,未定级,59094.0
中国轻纺城四川商会柯亭小区医务室,TE3306213300117310,未定级,无等级,未定级,53435.0
中国邮政集团有限公司宁波市分公司医务室,91330200710957309D,未定级,无等级,未定级,41453.0
中国邮政集团有限公司浙江省兰溪市分公司医务室,91330781609779771R,未定级,无等级,未定级,57903.0
中国邮政集团有限公司浙江省宁海县分公司医务室,913302267111825761,未定级,无等级,未定级,43119.0
中国邮政集团有限公司金华市分公司医务室,913307027045383867,未定级,无等级,未定级,57385.0
中国重汽集团杭州发动机有限公司医务室,91330109788257521W,未定级,无等级,未定级,38713.0
中国银行股份有限公司宁波市分行医务室,913302001440663837,未定级,无等级,未定级,42256.0
中国银行股份有限公司浙江省分行医务室,913300008429100948,未定级,无等级,未定级,34363.0
中大金石朗和（杭州）护理院,91330103MA27YB1Y78,未定级,无等级,未定级,34488.0
中大金石朗和（杭州）护理院岱山分院,91330921MADE3Y8119,未定级,无等级,未定级,62702.0
中核核电运行管理有限公司卫生所,91330424562398014P,未定级,无等级,未定级,50692.0
中瑞口腔门诊部,91330411307713996J,未定级,无等级,未定级,51250.0
中电海康集团有限公司医务室,9133000014306073XD,未定级,无等级,未定级,38839.0
中电科东方通信集团有限公司东信城卫生所,913301082539156042,未定级,无等级,未定级,33353.0
